selector,decision,chosen_policy,evidence_score,tau,false_safe,unsafe_accept,selected_truth_cvar,selected_truth_return,task,family,behavior,seed,scheme,risk_version,budget,mode,target_abstain,common_budget,abstention_rate,accept_rate,reject_rate,abstention_gap,matched,false_safe_denominator
Support only,ACCEPT,constant_a000,10.85438608769856,0.1213301234567901,0,0,0.0795411764705882,0.0057220588235294,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,constant_a005,0.0127447135692105,0.1213301234567901,0,0,0.0906029411764705,0.0051985294117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a005,-0.1484925925925927,0.1213301234567901,0,0,0.0906029411764705,0.0051985294117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a000,10.85438608769856,0.1,0,0,0.0795411764705882,0.0057220588235294,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.3333333333333333,0.5166666666666667,0.1,True,ACCEPT decisions
Support only,ACCEPT,constant_a000,10.85438608769856,0.1,0,0,0.0795411764705882,0.0057220588235294,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,constant_a005,0.0127447135692105,0.1,0,0,0.0906029411764705,0.0051985294117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a005,-0.1484925925925927,0.1,0,0,0.0906029411764705,0.0051985294117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.6666666666666666,0.19166666666666668,0.10833333333333334,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a010,0.0141128387980829,0.1213301234567901,1,1,0.1451029411764706,0.0161294117647058,monthly_industry_30,monthly industry,softmax_high_entropy,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a006,0.0117999999999999,0.1213301234567901,1,1,0.1479823529411764,0.0043522058823529,monthly_industry_30,monthly industry,softmax_high_entropy,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,7,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.7333333333333333,0.125,0.10833333333333334,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,7,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a010,0.0141128387980829,0.1,1,1,0.1451029411764706,0.0161294117647058,monthly_industry_30,monthly industry,softmax_high_entropy,7,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a006,0.0117999999999999,0.1,1,1,0.1479823529411764,0.0043522058823529,monthly_industry_30,monthly industry,softmax_high_entropy,7,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,7,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.21666666666666667,0.6416666666666667,0.10833333333333334,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,7,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a010,0.0141128387980829,0.1213301234567901,0,1,0.1451029411764706,0.0161294117647058,monthly_industry_30,monthly industry,softmax_high_entropy,7,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a006,-0.14846296296296302,0.1213301234567901,0,1,0.1479823529411764,0.0043522058823529,monthly_industry_30,monthly industry,softmax_high_entropy,7,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,7,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.35833333333333334,0.5,0.10833333333333334,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,7,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a010,0.0141128387980829,0.1,0,1,0.1451029411764706,0.0161294117647058,monthly_industry_30,monthly industry,softmax_high_entropy,7,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a006,-0.14846296296296302,0.1,0,1,0.1479823529411764,0.0043522058823529,monthly_industry_30,monthly industry,softmax_high_entropy,7,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,7,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.6666666666666666,0.19166666666666668,0.10833333333333334,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,7,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a010,0.0179738316321575,0.1213301234567901,1,1,0.1451029411764706,0.0161294117647058,monthly_industry_30,monthly industry,softmax_high_entropy,7,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a006,0.0118,0.1213301234567901,1,1,0.1479823529411764,0.0043522058823529,monthly_industry_30,monthly industry,softmax_high_entropy,7,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,7,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.7333333333333333,0.125,0.10833333333333334,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,7,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a010,0.0179738316321575,0.1,1,1,0.1451029411764706,0.0161294117647058,monthly_industry_30,monthly industry,softmax_high_entropy,7,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a006,0.0118,0.1,1,1,0.1479823529411764,0.0043522058823529,monthly_industry_30,monthly industry,softmax_high_entropy,7,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,7,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.21666666666666667,0.6416666666666667,0.10833333333333334,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,7,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a010,0.0179738316321575,0.1213301234567901,0,1,0.1451029411764706,0.0161294117647058,monthly_industry_30,monthly industry,softmax_high_entropy,7,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a006,-0.1502358148148148,0.1213301234567901,0,1,0.1479823529411764,0.0043522058823529,monthly_industry_30,monthly industry,softmax_high_entropy,7,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,7,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.3416666666666667,0.5166666666666667,0.10833333333333334,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,7,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a010,0.0179738316321575,0.1,0,1,0.1451029411764706,0.0161294117647058,monthly_industry_30,monthly industry,softmax_high_entropy,7,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a006,-0.1502358148148148,0.1,0,1,0.1479823529411764,0.0043522058823529,monthly_industry_30,monthly industry,softmax_high_entropy,7,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,17,block,bootstrap,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.7083333333333334,0.175,0.13333333333333333,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,17,block,bootstrap,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a001,0.0217458208626657,0.1213301234567901,0,0,0.0803705882352941,0.0058132352941176,monthly_industry_30,monthly industry,softmax_high_entropy,17,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a018,0.0279999999999999,0.1213301234567901,1,1,0.1750941176470588,0.0100132352941176,monthly_industry_30,monthly industry,softmax_high_entropy,17,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,17,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.7583333333333333,0.125,0.13333333333333333,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,17,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a001,0.0217458208626657,0.1,0,0,0.0803705882352941,0.0058132352941176,monthly_industry_30,monthly industry,softmax_high_entropy,17,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a018,0.0279999999999999,0.1,1,1,0.1750941176470588,0.0100132352941176,monthly_industry_30,monthly industry,softmax_high_entropy,17,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,17,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.25833333333333336,0.625,0.13333333333333333,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,17,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a001,0.0217458208626657,0.1213301234567901,0,0,0.0803705882352941,0.0058132352941176,monthly_industry_30,monthly industry,softmax_high_entropy,17,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a018,-0.13226296296296303,0.1213301234567901,0,1,0.1750941176470588,0.0100132352941176,monthly_industry_30,monthly industry,softmax_high_entropy,17,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,17,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.35,0.5333333333333333,0.13333333333333333,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,17,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a001,0.0217458208626657,0.1,0,0,0.0803705882352941,0.0058132352941176,monthly_industry_30,monthly industry,softmax_high_entropy,17,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a018,-0.13226296296296303,0.1,0,1,0.1750941176470588,0.0100132352941176,monthly_industry_30,monthly industry,softmax_high_entropy,17,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,17,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.7166666666666667,0.16666666666666666,0.13333333333333333,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,17,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,momentum_12,0.0248883395273421,0.1213301234567901,1,1,0.1767558823529411,0.0207073529411764,monthly_industry_30,monthly industry,softmax_high_entropy,17,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a018,0.0279999999999999,0.1213301234567901,1,1,0.1750941176470588,0.0100132352941176,monthly_industry_30,monthly industry,softmax_high_entropy,17,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,17,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.7583333333333333,0.125,0.13333333333333333,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,17,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,momentum_12,0.0248883395273421,0.1,1,1,0.1767558823529411,0.0207073529411764,monthly_industry_30,monthly industry,softmax_high_entropy,17,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a018,0.0279999999999999,0.1,1,1,0.1750941176470588,0.0100132352941176,monthly_industry_30,monthly industry,softmax_high_entropy,17,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,17,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.25833333333333336,0.625,0.13333333333333333,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,17,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,momentum_12,0.0248883395273421,0.1213301234567901,0,1,0.1767558823529411,0.0207073529411764,monthly_industry_30,monthly industry,softmax_high_entropy,17,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a018,-0.1340358148148149,0.1213301234567901,0,1,0.1750941176470588,0.0100132352941176,monthly_industry_30,monthly industry,softmax_high_entropy,17,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,17,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.3416666666666667,0.5416666666666666,0.13333333333333333,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,17,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,momentum_12,0.0248883395273421,0.1,0,1,0.1767558823529411,0.0207073529411764,monthly_industry_30,monthly industry,softmax_high_entropy,17,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a018,-0.1340358148148149,0.1,0,1,0.1750941176470588,0.0100132352941176,monthly_industry_30,monthly industry,softmax_high_entropy,17,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,27,block,bootstrap,baseline_linked,paper_natural,0.25,,0.15,0.7,0.15,0.1,True,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,softmax_high_entropy,27,block,bootstrap,baseline_linked,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
